#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.575,3.437)		
572	6510000.446	807.949	0.000	
573	6520723.113	799.872	0.000	
574	6531454.604	799.185	0.000	
575	6542194.918	798.541	0.000	
576	6555632.718	793.527	0.000	
577	6566392.885	790.197	0.000	
578	6577161.875	791.731	0.000	
579	6587939.689	786.530	0.000	
580	6601424.364	782.572	0.000	
581	6612222.030	779.069	0.000	
582	6623028.520	768.793	0.000	
583	6633843.833	773.533	0.000	
584	6644667.970	773.540	0.000	
585	6658210.548	764.786	0.000	
586	6669054.538	764.062	0.000	
587	6679907.351	761.847	0.000	
588	6690768.987	761.706	0.000	
589	6701639.446	753.971	0.000	
590	6715239.929	747.660	0.000	
591	6726130.241	748.491	0.000	
592	6737029.377	750.846	0.000	
593	6747937.336	740.226	0.000	
594	6758854.119	737.523	0.000	
595	6769779.725	738.384	0.000	
596	6783449.140	735.241	0.000	
597	6794394.599	733.986	0.000	
598	6805348.881	720.631	0.000	
599	6816311.986	724.519	0.000	
600	6827283.915	717.108	0.000	
601	6838264.668	719.594	0.000	
602	6849254.244	710.863	0.000	
603	6863003.621	708.588	0.000	
604	6874013.050	712.258	0.000	
605	6885031.302	707.767	0.000	
606	6896058.377	702.651	0.000	
607	6907094.276	702.267	0.000	
608	6918138.998	699.346	0.000	
609	6929192.544	701.112	0.000	
610	6940254.913	690.578	0.000	
611	6951326.106	690.578	0.000	
612	6965177.504	684.800	0.000	
613	6976268.549	684.513	0.000	
614	6987368.418	679.050	0.000	
615	6998477.110	683.442	0.000	
616	7009594.626	678.143	0.000	
617	7020720.965	677.708	0.000	
618	7031856.127	675.020	0.000	
619	7043000.113	666.463	0.000	
620	7054152.922	668.399	0.000	
621	7065314.555	662.787	0.000	
622	7076485.011	661.543	0.000	
623	7090460.489	655.970	0.000	
624	7101650.797	653.388	0.000	
625	7112849.930	654.757	0.000	
626	7124057.885	649.167	0.000	
627	7135274.664	647.254	0.000	
628	7146500.267	642.962	0.000	
629	7157734.692	648.238	0.000	
630	7168977.942	641.606	0.000	
631	7180230.015	636.465	0.000	
632	7191490.911	632.884	0.000	
633	7202760.630	628.973	0.000	
634	7214039.173	627.677	0.000	
635	7225326.540	629.115	0.000	
636	7236622.730	627.202	0.000	
637	7247927.743	622.457	0.000	
638	7259241.580	616.488	0.000	
639	7270564.240	611.709	0.000	
640	7281895.723	614.467	0.000	
641	7293236.030	610.744	0.000	
642	7304585.161	609.089	0.000	
643	7315943.114	605.262	0.000	
644	7327309.892	605.280	0.000	
645	7338685.492	601.597	0.000	
646	7350069.916	604.895	0.000	
647	7361463.164	598.614	0.000	
648	7372865.235	594.950	0.000	
649	7384276.129	593.793	0.000	
650	7395695.847	589.432	0.000	
651	7407124.388	587.469	0.000	
652	7418561.753	579.200	0.000	
653	7430007.941	584.729	0.000	
654	7441462.953	580.466	0.000	
655	7452926.788	577.867	0.000	
656	7464399.446	571.798	0.000	
657	7475880.928	570.640	0.000	
658	7487371.233	572.932	0.000	
659	7498870.362	569.144	0.000	
660	7510378.314	567.449	0.000	
661	7521895.089	561.370	0.000	
662	7533420.688	559.473	0.000	
663	7544955.110	556.703	0.000	
664	7556498.356	556.277	0.000	
665	7565161.581	557.280	0.000	
666	7576720.268	552.804	0.000	
667	7588287.778	549.081	0.000	
668	7599864.111	542.548	0.000	
669	7611449.268	543.752	0.000	
670	7623043.249	543.888	0.000	
671	7634646.053	543.636	0.000	
672	7646257.680	538.202	0.000	
673	7657878.131	537.116	0.000	
674	7669507.405	535.976	0.000	
675	7681145.502	531.480	0.000	
676	7692792.423	530.299	0.000	
677	7701533.405	527.566	0.000	
678	7713195.767	521.873	0.000	
679	7724866.952	523.560	0.000	
680	7736546.961	520.241	0.000	
681	7748235.793	517.658	0.000	
682	7759933.449	519.625	0.000	
683	7771639.928	514.746	0.000	
684	7783355.230	513.118	0.000	
685	7795079.356	510.632	0.000	
686	7803878.241	508.428	0.000	
687	7815617.808	507.919	0.000	
688	7827366.199	503.075	0.000	
689	7839123.412	500.129	0.000	
690	7850889.450	502.243	0.000	
691	7862664.310	497.909	0.000	
692	7874447.994	495.519	0.000	
693	7886240.502	495.175	0.000	
694	7895090.673	492.699	0.000	
695	7906898.621	493.700	0.000	
696	7918715.393	490.225	0.000	
697	7930540.989	487.363	0.000	
698	7942375.407	484.385	0.000	
699	7954218.650	483.018	0.000	
700	7963106.872	477.465	0.000	
701	7974965.555	477.273	0.000	
702	7986833.062	477.373	0.000	
703	7998709.392	475.808	0.000	
704	8010594.545	472.207	0.000	
705	8022488.522	470.641	0.000	
706	8031414.795	469.064	0.000	
707	8043324.213	467.760	0.000	
708	8055242.454	464.689	0.000	
709	8067169.519	464.789	0.000	
710	8079105.407	460.492	0.000	
711	8088063.114	460.184	0.000	
712	8100014.443	460.808	0.000	
713	8111974.595	455.195	0.000	
714	8123943.571	455.753	0.000	
715	8135921.371	453.144	0.000	
716	8144910.511	445.012	0.000	
717	8156903.751	447.501	0.000	
718	8168905.815	445.005	0.000	
719	8180916.702	444.181	0.000	
720	8192936.413	443.246	0.000	
721	8201956.986	443.554	0.000	
722	8213992.138	445.689	0.000	
723	8226036.113	440.391	0.000	
724	8238088.912	436.156	0.000	
725	8250150.534	433.731	0.000	
726	8259202.541	435.521	0.000	
727	8271279.604	434.887	0.000	
728	8283365.490	429.122	0.000	
729	8295460.200	427.559	0.000	
730	8304537.023	424.679	0.000	
731	8316647.173	422.531	0.000	
732	8328766.148	424.054	0.000	
733	8340893.945	419.548	0.000	
734	8349995.584	418.098	0.000	
735	8362138.823	421.030	0.000	
736	8374290.885	415.672	0.000	
737	8386451.770	412.095	0.000	
738	8395578.225	414.882	0.000	
739	8407754.551	414.207	0.000	
740	8419939.701	405.236	0.000	
741	8429084.354	405.384	0.000	
742	8441284.945	404.235	0.000	
743	8453494.359	402.279	0.000	
744	8465712.597	401.293	0.000	
745	8474882.066	401.424	0.000	
746	8487115.744	394.545	0.000	
747	8499358.247	402.562	0.000	
748	8511609.572	392.797	0.000	
749	8520803.857	396.247	0.000	
750	8533070.623	388.955	0.000	
751	8545346.213	390.254	0.000	
752	8554558.696	388.494	0.000	
753	8566849.727	389.746	0.000	
754	8579149.582	389.347	0.000	
755	8588380.263	384.173	0.000	
756	8600695.558	380.696	0.000	
757	8613019.677	383.114	0.000	
758	8625352.620	381.681	0.000	
759	8634608.117	379.805	0.000	
760	8646956.500	372.954	0.000	
761	8659313.707	376.275	0.000	
762	8668587.402	373.752	0.000	
763	8680960.050	375.345	0.000	
764	8693341.521	373.249	0.000	
765	8702633.415	370.320	0.000	
766	8715030.327	372.371	0.000	
767	8727436.062	371.270	0.000	
768	8736746.154	365.506	0.000	
769	8749167.331	365.195	0.000	
770	8761597.331	360.523	0.000	
771	8770925.621	360.577	0.000	
772	8783371.062	358.879	0.000	
773	8795825.327	356.943	0.000	
774	8805171.815	355.882	0.000	
775	8817641.521	357.817	0.000	
776	8826999.590	355.724	0.000	
777	8839484.736	351.195	0.000	
778	8851978.706	349.872	0.000	
779	8861354.974	350.609	0.000	
780	8873864.385	348.969	0.000	
781	8886382.619	348.363	0.000	
782	8895777.085	350.437	0.000	
783	8908310.760	347.427	0.000	
784	8920853.259	351.146	0.000	
785	8930265.923	343.456	0.000	
786	8942823.863	341.229	0.000	
787	8952248.108	339.083	0.000	
788	8964821.489	339.253	0.000	
789	8977403.693	340.892	0.000	
